symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags,research_score,structural_events_count,caution_flags_count,key_observations_count,rank
DOLE,Distribution,High,72,Mixed,Bearish | Lower highs from Feb peak (16.57) | Lower lows progressive from Mar onward | No sustained bullish structure recovery,"Effort up yields diminishing results (May 11 spike to 15.29 reversed same week) | High volume down bars (May 29: 3.6M, Jun 22: 1.86M, Jun 18: 1.53M) show supply domination | Rally attempts absorbed quickly",Volume expands on weakness | Volume contracts on bounces | May 29 climactic volume (3.63M) possible Selling Climax candidate but no follow-through confirmation yet | Jun 22 high-vol down bar reinforces supply pressure,Distribution confirmed from Feb 4–6 top zone (~16.37–16.57) | Markdown phase active | No credible accumulation base established at current lows,Distributing / Liquidating | No evidence of absorption or re-accumulation | Operators defending supply at each rally (~14.20–14.43 zone acts as resistance),"Preliminary Supply (PSY): Feb 4 (16.505 high, vol spike 1.43M) | Buying Climax (BC): Feb 4–6 zone | Automatic Reaction (AR): Feb 9–11 drop to ~15.71 | Upthrust After Distribution (UTAD): Feb 27 spike to 16.50 rejected | Sign of Weakness (SOW): Mar 3–13 breakdown | Last Point of Supply (LPSY): Mar 23–27 rally failure | Markdown Acceleration: Apr–May | Possible Selling Climax (SC) candidate: May 29 (3.63M, close at low) | Dead Cat Bounces: Jun 1–2, Jun 10–12, Jun 23 | No Spring confirmed",Price declined from 16.57 (Feb 6) to 13.69 (Jun 8) — ~17.4% decline | Current range 13.69–14.43 acting as potential SC/AR zone but unconfirmed | Rallies capped consistently below 14.43 resistance | Closing prices repeatedly at or near session lows on high volume — supply not exhausted | May 11–12 high-volume reversal (whipsaw 14.31–15.61–14.41) classic bear trap / LPSY behavior,No confirmed Spring or Phase C reversal signal yet | Jun 22–26 continued weakness suggests no accumulation absorption | Volume remains elevated on down days — premature to call bottom | Any close above 14.43 on expanding volume needed to suggest Phase C Spring | Risk of further markdown toward 13.40–13.60 support zone if 13.63 breaks,25,10,5,5,24
RLJ,Markup,High,82,Mixed,Bullish | Base ~7.15-7.50 (Jan-Apr) | Markup initiated late Apr | Acceleration May-June | Price ~7.15 to 12.03 (+68%),Mostly harmonious through markup | 2026-02-27 high volume (4.2M) with narrow spread = effort without result (warning) | 2026-05-04/05 high volume with strong advance = effort confirmed | 2026-06-26 climactic volume (6.13M) wide spread closing at high = potential Buying Climax,"Accumulation phase (Jan-Apr): moderate volume, declining on reactions = absorption | Markup (May-Jun): expanding volume on advances = institutional participation | 2026-06-26: spike volume 6.13M = climactic signal | Volume trend: rising with price = bullish confirmation until climax signal",Accumulation completed Jan-Apr 2026 | Trading range ~7.15-8.45 | Spring event: 2026-04-06/07 low ~7.15-7.21 on elevated volume | LPS confirmed late April | Distribution now possible at 12.00+ zone,Accumulated aggressively in 7.15-7.80 zone (Jan-Apr) | Markup executed efficiently May-June | Possible distribution initiation at 12.00 level given climactic volume on 2026-06-26,PS (Preliminary Support): 2026-01-27-28 ~7.26 | SC (Selling Climax): 2026-04-07 ~7.15 | AR (Automatic Rally): 2026-04-09 ~7.95 | ST (Secondary Test): 2026-04-22-23 ~7.85-7.90 | Spring: 2026-04-06/07 ~7.15-7.21 | LPS (Last Point of Support): 2026-04-22-24 | SOS (Sign of Strength): 2026-05-04-08 strong advance on high volume | BU (Back-Up): 2026-05-15 ~8.95 | Markup continuation: May 20 - Jun 26 | Potential BC (Buying Climax): 2026-06-26 ~12.03 on 6.13M volume,Spring at 7.15 provided ideal accumulation entry signal | Markup phase exceptionally clean with higher highs and higher lows | Volume expansion on 2026-05-04 (6.18M) confirmed SOS | Acceleration from 9.50 to 12.03 in ~5 weeks = parabolic extension | 2026-06-26 wide-spread up bar on highest volume of entire dataset = classic Buying Climax signature | Price extended significantly above any reasonable support,"Buying Climax signal on 2026-06-26 (6.13M volume, wide spread, close at high) = likely Automatic Reaction ahead | Parabolic price extension increases reversal risk | No consolidation since 9.50 breakout = vulnerable to sharp pullback | Potential Phase A Distribution beginning | Risk/reward for new longs unfavorable at current levels | Watch for AR (Automatic Reaction) pullback to 11.00-11.50 zone followed by ST of high",24,10,6,6,25
DBRG,Accumulation,High,74,Mixed,Bullish | Higher lows established from Jan–Mar base | Sustained markup from Apr–Jun | Incremental ATH extensions with controlled pullbacks,"Mostly harmonious | High-volume days in Jan (16.6M, 11.5M) produced minimal price gain (SC/ST behavior) | Apr–May markup on moderate volume shows ease of upward movement | Jun continuation on declining volume signals reduced supply",Declining trend on markup (bullish sign — supply absorption complete) | Spike volume on Jan 5 (16.6M) = likely Selling Climax proxy | Volume contraction into Jun highs = low-resistance markup | Apr 21 spike (9.2M) on upside = institutional participation confirmed,Accumulation completed Jan–Mar (~15.33–15.47 range) | Re-accumulation Jan 23–Apr 7 consolidated base | Distribution: Not yet evident | Markup phase active Apr 8 onward | Jun represents upper markup / potential early distribution zone,"Absorbed supply in Jan (high-volume, narrow range) | Conducted spring/test behavior Jan–Mar (multiple touches of 15.33–15.35 support) | Initiated markup Apr 8 with gap-up behavior | Quietly advancing into Jun with controlled low-volume drift upward","Selling Climax (SC): 2026-01-05 (16.6M vol, narrow spread, close at low) | Automatic Rally (AR): 2026-01-23 (push to 15.47) | Secondary Test (ST): 2026-01-27–28 (pullback to 15.36–15.38) | Last Point of Support (LPS): 2026-03-18–20 (15.32–15.35 zone) | Sign of Strength (SOS): 2026-04-08 (breakout, 15.58 close, expanding range) | Back-Up (BU): 2026-04-28–05-04 (minor pullback to 15.54–15.57) | Continued Markup: May–Jun progressive highs","Total range expansion: ~15.31 → 15.80 (+3.2%) over ~6 months | Jan accumulation range: 15.33–15.47 (trading range established) | Apr 8 breakout confirmed SOS with range expansion and follow-through | Volume consistently declining on markup = low supply, healthy trend | Jun 26 close at 15.80 = multi-period high, potential resistance test ahead | Price respecting minor pullbacks without structural damage",Extremely narrow absolute price range limits classical Wyckoff pattern confidence | Jun volume declining sharply (947K–2.5M) = possible exhaustion or thinning participation | 15.80 level = potential resistance / early distribution watch zone | No clear UTAD (Upthrust After Distribution) yet but elevated vigilance warranted above 15.80 | Low float / thin instrument behavior may distort volume signals | Prolonged low-volatility drift in Jun could precede reversal or consolidation phase,24,7,6,6,26
OCFC,Accumulation,High,72,Mixed,Primary trend BEARISH from Feb peak (~20.14) | Secondary structure BULLISH re-accumulation Jan–Jun | Final bar breakout suggests trend change attempt,"Effort/Result POSITIVE on 2026-06-26 (4.8M volume, +0.67 close, range 18.78–19.66) | Prior decline on high volume (Jun 1–3) showed effort without sustained result = absorption | Low-volume retracements throughout Apr–May confirm weak supply",Volume climax Jan 22–23 (SC/AR analog) | Declining volume on pullbacks Mar–May = bullish | Volume expansion on Jun 1–3 selloff = shakeout/ST test | Exceptional volume spike Jun 26 = Sign of Strength / markup initiation,ACCUMULATION | Evidence of composite operator absorption between 17.30–19.00 range | Final spring-like behavior Jun 3 (17.33 low) followed by base building and breakout,Actively accumulating | Engineered shakeout Jun 3 to clear weak hands | Absorbed supply throughout Feb–May consolidation | Jun 26 markup thrust indicates distribution of accumulated positions unlikely yet — markup in early stage,"Preliminary Support (PS): ~Jan 7–8 (17.13 low, elevated vol) | Selling Climax (SC): ~Jan 5–9 zone | Automatic Rally (AR): Jan 21–22 (19.09–19.82) | Secondary Test (ST): Jan 26–28 (18.23–18.35) | Sign of Weakness (SOW)/Creek test: Jun 1–3 (17.33 low, high vol) | Last Point of Support (LPS): Jun 4–5 rebound | Sign of Strength (SOS)/Jump Across Creek: Jun 26 (19.54 close, 4.8M vol)",Trading range defined ~17.30–20.14 | Cause built over ~6 months | Jun 26 volume (4.8M) is 3–6x average = conviction move | Price closed near HOD on Jun 26 = bullish absorption of supply | Multiple LPS tests held above 17.80 floor | Narrowing ranges Mar–May = equilibrium before expansion,Single-day breakout not yet confirmed by follow-through | Feb high (20.14) remains resistance | Broader market context unknown | Volume spike could be news-driven rather than pure Wyckoff absorption | Range top 19.66 not yet convincingly cleared on closing basis | Phase D confirmation requires sustained price above creek (~18.80–19.00),24,7,6,6,27
SEM,Distribution,High,67,Mixed,Bullish long-term base → explosive gap-up markup (Mar 3) → prolonged narrow consolidation → slow creep higher → stalling near resistance with volume spikes,"Poor effort-to-result in recent weeks; large volume spikes (Jun 25: 8.5M, Jun 26: 12.9M) produce minimal price movement — divergence warning",Jan–Feb: moderate accumulation volume | Mar 3: climactic gap-up volume (10.6M) | Mar–Apr: declining volume on narrow range | May–Jun: episodic spikes with minimal price progress | Jun 25–26: high-volume stall = potential UT/UTAD or distribution absorption,Prior accumulation phase (Jan–Feb) confirmed by markup | Current behavior consistent with re-accumulation OR early distribution — ambiguous | Jun volume surge with price stall favors distribution hypothesis,Appears to have completed markup post-accumulation | Now testing higher range with large counter-party absorption visible in Jun 25–26 data | Possible supply introduction at 16.50–16.68 zone,SC/AR: Jan 28 low (14.75) | Spring/Test: Feb 20 gap-down (14.53 low) climactic sell | Sign of Strength: Mar 3 gap-up 16.26 on 10.6M volume | BC/UT candidate: Feb 11–13 (16.41–16.52) | UTAD candidate: Jun 8–15 (16.57–16.70) | PSY/SOW signal: Jun 25–26 high-volume narrow spread,1. Feb 20 shakeout to 14.53 was likely a terminal spring before markup | 2. Mar 3 gap-up on 10.6M = Sign of Strength / JAC | 3. Post-markup range (16.20–16.70) is extremely tight (~50bp) over 4 months | 4. Volume dried up mid-range then resurged at top = distribution fingerprint | 5. Jun 25 (8.5M) and Jun 26 (12.9M) on near-zero price progress = supply overwhelming demand,"Gap-up on Mar 3 may be news/corporate event (not pure Wyckoff structure) | Extremely tight price range post-markup could indicate locked/illiquid instrument | Jun 25–26 volume anomaly requires fundamental context verification | Phase label may shift to Distribution Phase B/C if price breaks below 16.20 | Instrument characteristics (thin spread, round-number closes) suggest possible corporate action or fixed pricing influence",24,6,5,5,28
NMRK,Accumulation,High,62,Clean,Primary downtrend from ~18.25 (Jan 22) to ~13.57 (Mar 12) low | Secondary: base-building sideways range ~13.57–15.64 since mid-February | Recent: cautious upward drift with higher lows forming since Jun 1 low,Feb 11–12 climactic drop (2.3M–5.2M vol) showed massive effort with large result — selling climax (SC) | Post-SC rallies on moderate volume with limited upside = absorption | Jun 26 volume spike (4.7M) on narrow range suggests renewed interest or test,Climactic volume Feb 11–12 (SC candidate) | Elevated volume on down days Feb–Mar signals continued distribution pressure transitioning to absorption | Volume declining on pullbacks into support since Apr = bullish drying up | Jun 26 volume anomaly (4.7M vs avg ~1.3M) = potential institutional activity,"Accumulation phase characteristics present | SC: Feb 11–12 (~14.56–13.36 range, 5.2M vol) | AR (Automatic Rally): Feb 18 ~15.57 | Secondary Test (ST): Feb 23–25 ~14.3–14.4 | Multiple ST candidates Mar–May in 13.57–14.5 zone | Spring candidate: Jun 1 low ~13.62 | Potential LPS: Jun 8–12 higher lows with contracting volume",Likely accumulating; SC absorbed aggressive selling | Range compression since Mar suggests CO holding supply | Jun 26 volume spike may indicate CO testing supply or initiating markup,"SC: 2026-02-12 (13.36 low, 5.2M vol) | AR: 2026-02-18 (15.57 high) | ST: 2026-02-23 (~14.32) | Secondary ST: 2026-03-02 (13.71) | Creek/Resistance: ~15.30–15.64 | Spring: 2026-06-01 (13.62 low) | LPS candidates: 2026-06-08–12 | Potential SOS attempt: 2026-06-09 rally to 15.32 | Back-up to creek: Jun 15–17 retest ~15.64 rejected | Current: re-testing creek from below",,No confirmed SOS breakout above ~15.64 creek | Jun 17 high ~15.715 reversed sharply — failed breakout risk | Price remains below Jan–Feb distribution highs by ~15% | Multiple failed rally attempts suggest overhead supply still present | Jun 26 volume spike unconfirmed — could be distribution or accumulation | Range duration (4+ months) without markup = patience required | Macro context unknown — external shocks possible,24,10,7,0,29
UE,Accumulation,High,62,Mixed,Broad accumulation base (~18.50–21.00) established Jan–Mar | Markup initiation Apr–May | Secondary test and continuation Jun | Higher lows and higher highs forming,Jan–Mar: high effort (vol spikes) with minimal downside result — absorption evident | Apr breakout: rising price on declining vol — low effort markup | Jun 24 surge: high vol + strong close = demand confirmed,"Elevated vol on down days Jan–Mar (testing/absorption) | Vol contraction during Apr–May rally (low-resistance markup) | Vol expansion on Jun 24 (2,076,100) and Jun 23 breakout — demand returning | Selling climax-like behavior Mar 20 (2,374,400) — climactic vol on wide spread down",Accumulation — evidence of absorption in 18.50–20.00 zone | Distribution not present; price escaping supply zone,Absorbing supply Jan–Mar | Markup initiated Apr | Re-accumulation May–Jun ~21.30–22.60 | Breakout above 23.00 signals CO repositioning long,"Selling Climax (SC): Mar 20 (2,374,400 high vol wide-range down close) | Automatic Rally (AR): Mar 24–Apr attempt | Secondary Test (ST): Apr 1–6 ~19.89 low | Sign of Strength (SOS): Apr 16–17 breakout vol surge | Last Point of Support (LPS): May 12–15 pullback ~21.30 | Backup to Edge of Creek (BEC): Jun 1–3 consolidation ~22.15 | Jump Across the Creek (JAC): Jun 5 + Jun 9 breakout ~22.89–23.63 | Continued SOS: Jun 24 (2,076,100) strong close 23.23",18.50–19.00 acted as firm support (multiple tests absorbed) | 21.00 was key resistance — cleared April | 22.00–22.60 acted as re-accumulation zone May–Jun | 23.00 breakout confirmed Jun 9 | Jun 24 high-vol thrust to 23.53 with strong close = bullish confirmation | Price now at 23.38–23.40 consolidating near highs,"Vol contraction during portions of May markup — needs monitoring | Jun 15–18 pullback (1,108,200–1,882,300) showed elevated selling pressure — needed watching | Jun 18 (1,882,300) wide-range down — potential shakeout or weak hands exit | Markup vol not consistently expanding — may indicate limited institutional conviction on all legs | Price extended ~25% from Jan lows — short-term overextension risk",24,8,5,6,30
BXMT,Markdown,High,62,Mixed,Bearish | Series of lower highs from ~20.43 (Apr-16) | Lower lows confirmed below 18.00 | No sustained higher-low sequence since early April,"Downside effort yielding results — large volume on down days (Mar-20: 3.99M, Apr-29: 4.34M, Jun-18: 3.35M, Jun-24: 3.06M) with price deterioration | Upside rallies show diminishing volume and limited follow-through",Distribution signature confirmed | High volume on down-breaks | Low volume on counter-rallies | Jun-24 high-volume break below 17.82 support is significant | Volume expansion on weakness = supply dominance,DISTRIBUTION — price unable to sustain above 20.00-20.43 supply zone | Systematic markdown from April peak | No base-building behavior visible at current lows,Selling into strength confirmed | CO absorbed retail buying at 20.00-20.43 zone (Apr-15 to Apr-17) | Subsequent markdown suggests professional distribution complete | Current action tests new support ~17.10-17.35,PSY (Preliminary Supply): ~20.12 Feb-11 spike | BC (Buying Climax): 20.43 Apr-16 | AR (Automatic Reaction): ~18.33 Apr-06 area | UT/UTAD (Upthrust): 20.22 Apr-17 | SOW (Sign of Weakness): Mar-20 drop 3.99M vol | LPSY (Last Point of Supply): ~20.00-20.06 Apr-20/21 | Markdown acceleration: Apr-29 4.34M selloff | ICE break: Jun-24 breach of 17.82,Price broke below multi-month support ~18.00-18.10 on Jun-17/18 with surging volume | Jun-24 gap-down on 3.06M volume below 17.82 = no-demand recovery risk | Current price ~17.35-17.43 testing Jan-2026 lows | Spread widening on down moves confirms distribution | No accumulation structure forming yet,"Possible terminal shakeout (Spring) if price reclaims 17.82+ on high volume — monitor closely | Oversold conditions may produce technical bounce but not confirmed reversal | Insufficient data to confirm new accumulation phase | Low-volume rallies (Jun-25/26) not yet convincing | If 17.11 fails on volume, next support unclear",24,8,5,5,31
DEI,Distribution,High,62,Mixed,Bullish markup from March lows (~9.18) through May-June highs (~12.82) | Recent pullback from peak with lower highs forming | Potential re-accumulation or early distribution at highs,"Effort-Result divergence visible at highs: high volume on 2026-05-06 (5.09M) produced strong push to 12.53 | Subsequent high-volume bars (05-12: 4.65M, 05-14: 4.29M) showed price decline — supply entering | 04-16 surge (4.73M) confirmed demand absorption into markup",Climactic-style volume spike on 02-11 (6.41M) and 02-12 (6.19M) marking Selling Climax/Automatic Rally zone | Volume contracted during base building (Feb-Apr) — healthy absorption | Expansion on markup (May) with volume drying on rally attempts post-June peak — weakening demand,Accumulation: Jan-Apr base between ~9.18–11.26 | Wyckoff creek crossed ~11.26 with authority in early May | June activity (12.10–12.82 zone) showing potential Buying Climax characteristics with volume declining on new highs,CO absorbed supply through extended trading range (Jan–Apr) | Executed markup phase decisively in May | Currently testing commitment near 11.50–12.00 zone — ambiguous whether re-accumulating or distributing,"Selling Climax (SC): 2026-02-11 to 02-12 | Automatic Rally (AR): 02-13 to 02-20 (~10.50) | Secondary Test (ST): 02-23 to 03-02 | Spring: 2026-03-20 (9.25 low, high volume 5.06M) | Sign of Strength (SOS): 04-15 to 04-16 | Last Point of Support (LPS): 04-22 to 04-24 | Markup acceleration: 05-06 breakout | Potential Buying Climax (BC): 06-09 to 06-10 (~12.82) | Automatic Reaction (AR-dist): 06-17 drop to 11.52",Spring confirmed at 9.25 on 2026-03-20 with elevated volume | Markup clean and sustained from Apr through Jun | Peak formed near 12.82 with volume expansion then contraction | Price has retraced to 11.49–11.93 range — holding above LPS zone | Current range (11.49–12.26) may be re-accumulation or early distribution — volume low and range tight,Volume declining on recent rally attempts post-June peak — possible lack of demand | 06-17 sharp drop (12.29 to 11.52) on moderate volume suggests supply presence | Price failing to reclaim 12.50+ zone signals potential resistance | Ambiguity between re-accumulation and Phase B distribution not yet resolved | Low-volume days in late June suggest reduced participation — directional conviction low,24,9,5,5,32
VSTS,Distribution,High,72,Mixed,Bullish | Higher lows established from Jan trough (~6.03) | Markup acceleration from ~7.30 to 14.42 | Current price testing upper boundary of recent consolidation band (12.46–14.42),Mixed | Feb 10 massive volume spike (7.98M) with large range = effort with result (SOSbar) | May 12 volume (9.37M) = climactic buying effort with strong result | Jun distribution zone shows moderate volume with narrowing spread = effort without proportional result,Climactic spike Feb 10 (7.98M) | Secondary climax May 12 (9.38M) | Volume contracting on rallies post-Jun 4 = weakening demand | Jun 18 volume spike (2.44M) on narrow close = potential hidden supply | Overall volume declining as price reaches highs = bearish divergence signal,Accumulation: Jan 5 – Feb 9 (base ~6.03–7.32) | Spring/Test: Jan 8 low (6.03) | Sign of Strength: Feb 10 breakout bar | Re-accumulation: Feb 12 – Apr 7 (~7.25–8.06) | Full Markup: Apr 8 – May 29 | Potential Early Distribution: Jun 1 – present (12.46–14.42 range),Accumulated aggressively Jan–Feb at lows | Marked up through Apr–May | Currently distributing or testing absorption capacity at Jun highs | Jun 26 close at 14.42 = potential Buying Climax (BC) or Upper Channel Test,"SC (Selling Climax): Jan 8 (6.03 low, high volume) | AR (Automatic Rally): Jan 6 high (7.03) | ST (Secondary Test): Jan 12–13 | LPS (Last Point of Support): Apr 6–7 (~7.80) | SOS (Sign of Strength): Feb 10 breakout | BU (Back-Up): Feb 12–Apr 7 | Markup Phase: Apr 8 – May 29 | Potential BC (Buying Climax): May 12 or Jun 26 | PSY (Preliminary Supply): Jun 4 high (13.52)","Jan 8 low (6.03) = likely Selling Climax anchoring entire structure | Feb 10 gap-up on 8x average volume = composite operator intervention | May 12 climactic bar (9.37M vol, +29% gap) = potential secondary buying climax | Jun consolidation (12.46–14.42) shows narrowing spreads and declining volume = absorption or early distribution | Jun 26 close at 14.42 = new high on moderate volume = watch for upthrust or continuation | Price has advanced ~140% from Jan low to Jun 26 high",May 12 climactic volume (9.37M) never confirmed with sustained follow-through volume | Jun volume declining on price highs = demand drying up | Multiple wide-spread down bars post-May 12 suggest supply entering | Spread narrowing at highs (Jun 1–26) = potential Upthrust risk | Overextended from base (~140% gain) increases reversal probability | No clear SOW yet but conditions ripening | Jun 18 high-volume narrow,23,9,7,6,33
PK,Accumulation,High,62,Mixed,Primary: Bullish | Secondary: Corrective consolidation Jan–Apr | Tertiary: Breakout impulse May–Jun with momentum extension,Jan–Apr: High effort / low result (churning) | May–Jun: Moderate-high effort / strong result (breakout confirmation) | Jun 17–26: Declining spread on sustained volume = potential absorption/distribution,"Accumulation base (Jan–Apr): avg moderate volume, low urgency | Breakout (Jun 1–3): high volume surge confirms markup | Jun 9+: volume declining on price advance = weakening thrust | Jun 12, 18, 22–26: lighter volume on narrow bars = caution","Jan–Apr: Accumulation phase — repeated tests of 10.17–10.57 support zone held | May: Re-activation / Spring recovery | Jun 1–8: Markup confirmed | Jun 9–26: Possible early Distribution signs — narrowing range, weakening volume",Absorbed supply Jan–Mar in 10.17–11.75 range | Orchestrated markup from May 26 with high-volume breakout | Currently testing commitment at 14.30–14.85 zone — behavior suggests partial distribution or pause before continuation,Selling Climax (SC): ~Mar 13 low 10.185 | Automatic Rally (AR): Apr 8–10 recovery | Secondary Test (ST): Mar 20 retest 10.171 | Sign of Strength (SOS): Jun 1 gap-up volume surge 9.26M | Last Point of Support (LPS): May 15–18 zone ~10.705–10.82 | Breakout Confirmation: Jun 1–4 | Potential Buying Climax (BC): Jun 8–17 high volume stall near 14.95,1. Jan–Mar decline from 11.75 to 10.17 formed a valid accumulation base | 2. Mar 13 low (10.185) on declining volume = SC candidate | 3. Apr 7 low (10.14) = Spring or secondary test of SC | 4. May 26–Jun 4 breakout on expanding volume = SOS / markup initiation | 5. Jun 8–17 peak zone with high volume and upper wick rejection = potential BC | 6. Jun 22–26 price holding 14.34–14.78 on lower volume = testing demand after potential BC,Potential Buying Climax near 14.95 (Jun 17) — upper wick + volume | Volume declining as price approaches highs = weakening demand | Jun 9 bar: wide spread down close on 7.87M = distribution signal | Narrow range compression Jun 22–26 = indecision / possible supply absorption | No confirmed Phase D/E re-accumulation structure yet — early distribution cannot be ruled out | Risk of short-term pullback to 13.50–14.00 LPS zone before resolution,23,7,6,6,34
HE,Accumulation,High,62,Mixed,Bearish | Primary uptrend Jan–Feb (12.30→17.38) | Breakdown initiated Feb–Mar | Lower highs confirmed | Current range 12.72–13.70 suggesting potential base but unconfirmed,Effort without result on rallies (Mar–Apr low volume bounces fail to reclaim 16+) | High volume selling on May 8–11 breakdown (5.5M+) confirms supply dominance | Jun base attempts show declining volume — effort insufficient,Climactic volume on Jan 6 (6.2M) and Jan 9 (5.3M) — buying climax signals | Feb 6 peak area low volume = weakening demand | May 11 high volume breakdown (5.5M) = selling climax candidate | Mar 20 elevated volume (7.7M) = shakeout/LPSY | Recent Jun volume contracting — drying up of supply possible,Distribution confirmed Feb–Mar | Markdown phase May | Possible early re-accumulation Jun (unconfirmed) — price compressing 12.88–13.70 on declining volume,CO distributed heavily Jan 29–Feb 6 (price 15.87–17.38) | Absorption complete by Mar | CO testing demand in Jun base — unclear if re-accumulation or dead-cat consolidation,Preliminary Supply (PSY): Jan 29 ~16.67 | Buying Climax (BC): Feb 6 ~17.38 | Automatic Reaction (AR): Feb 19 ~15.70 | Secondary Test (ST): Feb 5–6 retest ~17.09 | Sign of Weakness (SOW): Mar 6 break ~14.62 | Last Point of Supply (LPSY): Mar 2–4 rally ~16.83 fail | Selling Climax (SC) candidate: May 11 ~13.34 on 5.5M vol | Automatic Rally (AR): May 20–22 ~13.75 | Secondary Test (ST): Jun 1 ~13.06 | Current: Possible Creek resistance ~13.57–13.70,"Peak formed at 17.38 (Feb 6) with diminishing volume on approach | Post-peak lower highs: 16.99 → 16.44 → 15.99 → 15.71 → 13.93 | Apr price action (14.84–16.05) = LPSY zone, volume drying confirms no demand | May 8–11 acceleration down = markdown confirmation | Jun range tightening between 12.72–13.70 with volume declining = possible spring setup building | Last bar Jun 26 closes 13.57 near upper range — needs volume confirmation",Re-accumulation unconfirmed — could be continuation bear flag | No spring/shakeout below 12.72 support yet | Volume on Jun rallies insufficient to confirm absorption | Macro context unknown — external risk not modeled | Range too compressed and recent to confirm new phase | Bear case: 12.00–11.50 targets if 12.72 fails,23,10,6,6,35
SLDE,Accumulation,High,62,Mixed,Downtrend from Jan high (~19.02) → Climactic low Jan 23-28 (~15.75) → Extended sideways base → Higher-low structure emerging late cycle | Multiple re-accumulation ranges stacked between 15.75–19.75,"Effort present on rallies (Feb 24-25 surge: 2.6M→6M vol, +$2.50 range) with result | Mar 20 high-volume selling (8.66M) with large range showing distribution effort temporarily overwhelming demand | Late June rally (Jun 24-26) shows good result vs moderate effort — bullish divergence",Climactic selling Jan 13-15 (declining vol on decline = selling exhaustion) | Surge volume Feb 24-25 confirms institutional interest | Mar 20 anomalous volume spike (8.67M) = shakeout/UTAD or distribution test | Apr-May volume contracts during consolidation (absorption) | Jun 24-26 expanding volume on upside breakout attempt,Net Accumulation — base established 15.75–18.00 | Evidence of mark-up initiation in late June | Price recovering toward upper range boundary ~19.09,"Absorbing supply in 16.00–18.50 range | Testing commitment via shakeouts (Mar 20, Apr 29) | Initiating markup Jun 23-26 with volume confirmation",SC (Selling Climax): Jan 23-28 ~15.75 | AR (Automatic Rally): Jan 29-30 ~17.34 | ST (Secondary Test): Feb 11-13 ~16.77 | LPS (Last Point of Support): Feb 20-24 ~16.59 | SOS (Sign of Strength): Feb 25 +$1.49 on 6.08M vol | UTAD/Shakeout: Mar 20 ~15.95 on 8.67M vol | Re-Accumulation Range: Mar 23–Jun 22 (15.95–19.75) | BU (Back-Up): Jun 5-22 ~16.19–16.94 | SOS2: Jun 24-26 breakout ~18.31→19.09,Jan-Feb base ~15.75–17.64 established first accumulation range | Mar 20 shakeout on extreme volume likely shook weak hands before re-accumulation | Apr 17 high 19.75 = upper resistance/UTAD candidate | Apr-May tight range 18.20–19.00 shows absorption | Jun 1-22 pullback to 16.19 = healthy BU testing prior SOS | Jun 24-26 breakout with expanding volume and close near highs = potential Phase D SOS | Price now at 19.09 testing April highs,"Mar 20 volume spike (8.67M, 4x avg) ambiguous — could indicate distribution not accumulation | Apr 29 high-volume reversal (5.35M, open 19.45 close 18.41) = potential UTAD unconfirmed | Multiple failed breakout attempts above 19.00–19.75 zone | Range duration (5+ months) increases risk of failed markup | Jun 3-4 sharp drop to 16.03 on rising vol raises supply concern | Confirmation requires sustained trade above 19.75 on",23,9,6,7,36
NOMD,Accumulation,High,62,Mixed,Primary downtrend from ~13.08 (Feb-20) to ~8.99 (May-13) | Basing/ranging structure ~9.09–10.55 (May–Jun) | Late-stage breakout attempt Jun-24/26,Feb-25/26 high effort (2.8M–8.8M vol) with large range drop = Selling Climax effort confirmed | May-06/07 high effort with price spike but failure = supply test | Jun-24/26 moderate-high effort with expanding range upward = bullish effort-result alignment emerging,Climactic volume Feb-26 (8.87M) on extreme range = SC signal | Volume dries up during basing Mar–Apr = low supply | Uptrust/shake volume May-05/06/07 elevated | Jun-24 volume expansion (1.83M) on breakout bar positive | Jun-26 volume spike (3.1M) on strong range = demand entering,"Accumulation favored — Selling climax, automatic rally, secondary test pattern visible | Extended low-volume basing consistent with absorption | No clear distribution structure in recent base",CO appears to be absorbing supply in the 9.09–10.55 range | Late-stage markup initiation suggested by Jun-24/26 thrust | Shakeout May-12/13 near lows tests commitment before markup,"SC (Selling Climax): Feb-26 ~10.665 low, 8.87M vol | AR (Automatic Rally): Mar-11 bounce to ~10.40 | ST (Secondary Test): Mar-12 low ~9.54 on lower vol | ST/Spring candidate: May-13 low ~8.99 (lowest point, moderate vol) | LPS (Last Point of Support): May-15/18 hold above 9.73 | SOS (Sign of Strength): May-18/19 rally to 10.25–10.53 | BU (Back-Up): May-27–Jun-05 pullback to ~9.74–10.10 | SOS Extension: Jun-09–12 rally | Breakout/Markup: Jun-24–26 thrust to 11.12",Feb-26 selling climax is the dominant structural anchor | Spring at May-13 (~8.99) is the most significant test of support | Recovery from spring shows improving price spread and volume | Jun-26 close at 11.12 is highest close since early Feb — structurally significant | Basing range ~9.09–10.55 held for ~10 weeks before breakout | Volume confirmation on Jun-26 breakout bar adds conviction,Spring at 8.99 only moderately convincing (no extreme volume washout) | Multiple failed rallies in Apr–May reduce confidence | May-06/07 spike-and-reversal could indicate residual supply overhead | Jun-24/26 thrust needs follow-through above 11.17 to confirm markup | Overall price remains well below Feb highs (~13.08) — full recovery unconfirmed | Small-cap/thin liquidity context (avg vol 1–2M) increases noise risk,23,9,6,6,37
