symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags
PGNY,Transitional,High,67,Mixed,Primary downtrend from Jan highs (~28.49) into Selling Climax (~16.10 low Apr 10) | Secondary uptrend now emerging from SC low | Higher lows forming post-Apr | Recent markup accelerating into May-Jun,Feb 27 massive volume (5.2M) with extreme range drop = Selling Climax effort confirmed | May 8 gap-up on 4.4M = Sign of Strength (SOS) with result confirming demand | Jun 18 high volume (3.06M) on narrow range near highs = potential supply re-emerging,Climactic selling Feb 27 (5.2M) | AR (Automatic Rally) low volume Mar consolidation | SOS on May 8 high volume gap | Declining volume on markup May-Jun suggests thinning supply | Jun 18 volume spike on narrow spread = supply warning,Accumulation — Evidence of Phase A-B-C completion with markup now underway | SC: Feb 27 | AR: Mar 6 bounce | ST: Mar-Apr lows retesting | Spring candidate: Apr 10 (16.10) | SOS: May 8 breakout | LPS: May 14-15 pullback,Absorption phase completed | CO appears to have completed accumulation between 16.10–19.20 range | Now distributing effort into markup toward prior support-turned-resistance zone 26–28 | Jun zone approaching prior Jan breakdown area,"SC: 2026-02-27 (16.755 low, 5.2M vol) | AR: 2026-03-06 (18.49 high) | Secondary Test: 2026-04-10 (16.10 low) | Spring: 2026-04-10 (marginally below prior lows) | SOS: 2026-05-08 (gap breakout, 4.4M vol) | LPS: 2026-05-14/15 (pullback ~22.85) | BU/LPS2: 2026-05-21/22 (~24.65) | Markup continuation: Jun to 28.51",Full Wyckoff accumulation schematic traceable from Feb-Apr base | Apr 10 spring at 16.10 is key structural low | May 8 SOS gap on 4.4M confirms institutional participation | Price now testing Jan 2026 breakdown zone (27–28.49) | Jun 26 high of 28.51 equals prior Jan 12 high — critical resistance test | Jun 18 wide-range high volume day showed supply but price held — ambiguous | Markup from 16.10 to 28.51 = ~77% advance,Price entering prior distribution zone (25–28.50 Jan range) — distribution possible | Jun 18 volume spike (3.06M) on narrow spread near highs = hidden supply | Jun 15-26 range narrowing at highs — potential Upthrust (UT) risk | If 28.51 fails with high volume reversal = likely Phase B of new distribution | Insufficient data beyond Jun 26 to confirm markup continuation or new range formation | Low volume days in Jun consolidation could indicate weak hands or CO stepping back
SHO,Accumulation,High,81,Mixed,Basing range ~8.72–9.82 (Jan–Apr) | Markup initiated late Apr | Acceleration confirmed May–Jun | Price progression: 8.72 → 11.92 (+36.7%),Jan–Feb: High effort on downside (Jan 27 spike vol 7.35M) with limited new low = Absorption | Apr 8–10: Effort on upside with follow-through = Demand | May 21–Jun 26: Expanding price on rising volume = Markup confirmation | Jun 26: Massive vol 12.73M on wide spread up = Climactic thrust potential,"Jan 27: Selling Climax candidate (7.35M, wide down bar) | Feb 4–5: High vol rally (4.99M, 8.26M) = AR/test | Mar–Apr low vol on retest = No supply | Apr 8–17: Vol expansion on rally = Demand entering | May–Jun: Progressively rising vol confirming markup | Jun 26: Extreme vol spike (12.73M) = Possible Buying Climax or Continuation thrust",Accumulation Phase A–D confirmed in Jan–Apr range | Distribution not yet confirmed | Late-stage markup behavior present | Jun 26 climactic vol warrants caution for near-term top,Absorbed supply aggressively Jan 27–Feb 3 | Re-accumulated Mar–Apr on low vol pullbacks | Initiated markup mid-Apr | Driving price into new highs June with expanding participation | Possible distribution beginning at 11.92 zone,"SC (Selling Climax): Jan 27 (7.35M, 9.03→8.75) | AR (Automatic Rally): Feb 4–5 (high vol bounce to 9.15) | ST (Secondary Test): Feb 11–13 (low vol retest ~9.17–9.28) | Spring/Shakeout: Apr 6–7 (~8.89 low, low vol) | LPS (Last Point of Support): Apr 7–8 | SOS (Sign of Strength): Apr 9–10 (vol expansion, 9.46–9.55) | BU (Back-Up): Apr 15–22 (orderly pullback) | Markup acceleration: May 5–Jun 26 | Possible BC (Buying Climax): Jun 26 (12.73M, close 11.92)",Jan 27 SC anchors accumulation base at 8.72–8.75 | Feb 4–5 high-vol rally confirms AR | Mar–Apr low-vol retest = successful Spring | Apr 9 gap-style thrust = SOS | Markup structure clean with higher highs/lows | Jun 26 extreme volume and wide spread = Climactic signal | 30+ week base supports continuation but short-term exhaustion risk elevated,Jun 26 volume (12.73M) is 6x average = Climactic warning | Price at 11.92 after extended run from 8.72 = Over-extended short-term | No consolidation since May 21 acceleration = No LPS formed in markup | Potential for distribution phase initiating near 12.00 | Confirm with next 3–5 sessions for upthrust or continuation
NWBI,Distribution,High,72,Clean,Primary uptrend intact from ~11.92 (Jan 5) to 15.14+ (Jun 26) | Structured stair-step advance | Higher highs and higher lows maintained throughout | Acceleration in June suggests potential climactic extension,Jan–Mar: effort with modest result (congestion/re-accumulation) | Apr–May: strong result relative to effort (efficient markup) | Jun: expanding volume on narrowing range at highs suggests effort exceeding result | Jun 26 high volume 4.43M on narrow body ~0.05 range = warning signal,Accumulation base (Jan–Mar): moderate avg ~1.0–1.1M | Markup ignition (Jan 20–21): 1.08M→1.49M surge | Re-accumulation (Feb–Mar): elevated but controlled | Markup phase (Apr–Jun): sustained 800K–1.5M | Climactic spikes: Mar 20 (8.83M anomaly) | Mar 25 (5.45M) | Jun 18 (3.74M) | Jun 26 (4.43M) = distribution-type volume emerging,Jan 5–Mar 19: Accumulation (Phase B/C) | Tight range ~11.76–13.07 | Spring candidates Mar 9 (low 11.76 high volume 2.09M) | Mar 18–19 weak pullbacks absorbed | Mar 20 anomaly volume = Sign of Strength (SOS) | Mar 23 onward = Phase D markup | Apr–Jun = Phase E markup | Jun high-volume stalling = early distribution signals,Accumulation completed Q1 2026 | Markup executed systematically Apr–Jun | CO defending pullbacks (Apr 13–24 consolidation absorbed quietly) | Apr 28 thrust (2.25M) = professional buying continuation | Jun behavior shifting: CO may be distributing into strength at 14.99–15.34 range,"Preliminary Support: Jan 5 (11.92) | Selling Climax candidate: Jan 13 (11.96 low, 882K) | Automatic Rally: Jan 15 (12.38) | Secondary Test: Jan 14 | Spring: Mar 9 (11.76, 2.09M) | Sign of Strength: Mar 20 (12.21, 8.83M anomaly) | Mar 23 Follow-Through | Last Point of Support: Mar 27–30 | Markup Launch: Apr 1 | Buying Climax candidate: Jun 25–26 (15.34 high, 4.43M) | Automatic Reaction pending",Total advance ~27% from base (11.76→15.34) | Mar 20 volume anomaly (8.83M vs avg ~1M) = institutional event | Apr 28 secondary thrust (2.25M) confirmed markup intent | Jun 18 (3.74M) and Jun 26 (4.43M) = high-volume stalling at new highs | Price range compression Jun 12–26 despite rising volume = absorption/distribution warning | Jun 25–26: upper wick formation at 15.34 on extreme volume = potential Buying Climax | Momentum slowing: Jun 15 saw reversal from 14.93 to close 14.55,Mar 20 volume (8.83M) is
SLDE,Accumulation,Low,42,Mixed,Macro downtrend from Jan highs (~19.02) → Jan low (~15.75) | Re-accumulation base Jan-Feb (~15.75–17.64) | Markup attempt Feb-Mar (~19.93 peak) | Distribution/markdown Mar (~19.93→15.95) | Secondary base Apr-May (~17.78–19.75) | Current rally attempt Jun (~16.03→19.09),Feb 24-25 breakout: extreme volume (6M+) with strong price gain = effort confirmed result | Mar 6-20 breakdown: high volume with price collapse = distribution effort confirmed | Apr 17 spike: 3.2M vol with modest follow-through = weakening | Apr 29 high volume (5.3M) with narrow range close = effort NOT confirming result (warning) | Jun 24-26 surge: 2-3M vol with strong close = effort supporting current move,Jan-Feb base: declining volume on lows = absorption | Feb 24-26: climactic expansion = SOS signal | Mar: elevated volume on decline = supply dominance | Apr-May: volume contracting in range = equilibrium | Jun 3-4: volume spike on breakdown = mini-SC | Jun 24-26: expanding volume on rally = demand re-emerging,Jan 23 - Feb 23: Accumulation (SC at 15.75 | AR ~17.64 | ST ~15.79 | Spring ~15.72) | Feb 24 - Mar 5: Markup Phase A | Mar 6 - Apr 15: Secondary Distribution/Re-accumulation (SOW visible) | Apr 16 - Apr 29: Failed markup / Distribution attempt | Apr 30 - Jun 22: Re-accumulation base (~16.03–19.09) | Jun 23-26: Potential SOS / LPS forming,CO absorbed supply aggressively Jan-Feb in ~15.75–16.50 zone | Markup executed Feb 24-Mar 5 | Possible CO distribution Mar (~19.93) | CO re-tested commitment Apr-May in 17.78–19.63 zone | Jun 3-4 shakeout (~16.03) appears engineered | Jun 24-26 markup suggests CO re-engaging on long side | Conviction uncertain given repeated failed breakouts,SC: 2026-01-23 (15.75) | AR: 2026-02-06 (17.64) | ST: 2026-01-27 (15.79) | Spring: 2026-01-28 (15.72) | SOS-1: 2026-01-29–30 | Markup: 2026-02-24–26 | LPSY: 2026-03-04–05 | SOW: 2026-03-06–20 | SC-2: 2026-03-20 (15.95) | AR-2: 2026-03-24 (18.17) | ST-2: 2026-04-17 (19.75) | Shakeout/Spring-2: 2026-06-03–04 (16.03) | SOS-2: 2026-06-23–26,"Primary support zone: 15.72–16.03 (double-tested, held) | Primary resistance: 19",
ARR,Accumulation,Low,38,Clean,Bearish — series of lower highs (19.31 → 18.66 → 18.23 → 17.92 → 17.15) and lower lows (17.26 → 16.6 → 15.32) | Recent price in narrow 16.55–17.34 consolidation suggesting potential base-building but unconfirmed,"Effort-result divergence present | High volume on down-days (Jan-30: 7.5M, Mar-20: 7.7M) produces large downward results — supply dominant | Recovery rallies show modest volume, weak upside follow-through | Jun-26 spike (6.4M) on modest gain — ambiguous signal","Declining volume on bounces — weakness | Climactic volume on sell-offs (Jan-30, Mar-20, Mar-09) consistent with Selling Climax candidates | Post-SC volume contraction observed | Recent volume low and contracting — no strong demand signal confirmed","Possible early Accumulation attempt (Phase A/B) in 15.32–17.34 range post-March lows | SC candidate: Mar-20 (15.32 low, 7.68M) | AR candidate: Apr-02/Apr-06 bounce to 17.34–17.42 | ST candidates: multiple tests of 16.42–16.57 zone | No confirmed SOS or LPS yet",Ambiguous — likely testing absorption at lower range | No clear markup campaign initiated | Possible quiet accumulation in 16.40–17.40 range but distribution pressure from higher levels still visible,"Potential PSY: Jan-16 (19.31 high, 8.16M) | BC/UTAD: Jan-16 | SOW: Jan-30 drop (18.35→17.26, 7.5M) | SC candidate: Mar-20 (15.32, 7.68M) | AR: Mar-23 to Apr-10 rally (~17.67) | Secondary Test: May-18/May-19 (16.42–16.43) | Possible LPS attempts: Jun-22 to Jun-26 range",Price has declined ~20% from Jan-16 peak (19.31) to Mar-20 low (15.32) | Current range 16.55–17.34 is 7-week lateral consolidation | Volume declining within range — consistent with absorption | Jun-26 high volume close at 17.26 warrants monitoring for SOS confirmation | No bullish price expansion yet to confirm accumulation complete,No confirmed SOS with follow-through | Multiple failed rallies suggest persistent supply overhead | Range could be continuation consolidation before further decline | Lower high sequence intact — markup not confirmed | Thin volume on upside insufficient to confirm CO presence | Phase classification remains speculative without clearer SOS/LPS sequence
NTST,Accumulation,High,62,Mixed,Bullish primary trend (17.10 → 21.28) | Intermediate correction (21.30 → 18.47) | Recovery rally (18.47 → 21.28) | Final spike with extreme volume suggests climactic action,Early markup: strong effort = strong result (bullish) | Mid-range consolidation (20.40–20.90): declining effort with minimal result (churning) | Jun 25–26 spike: massive effort with extended result but climactic characteristics,"Accumulation base: elevated volume on up-bars (Jan 7, Jan 13) | Markup phase: progressive volume expansion | Feb 12 anomaly: 8.97M (probable Sign of Strength / Jump Across Creek) | Feb 17: 3.54M confirms continuation | Late-stage consolidation: volume contraction (neutral) | Jun 25: 7.99M | Jun 26: 21.93M — Buying Climax signal","Early phase (Jan 5–28): Accumulation — Spring candidates at 17.10 (Jan 12) | Markup confirmed (Jan 13–Feb 17) | Distribution characteristics emerging (Mar–May consolidation, topping tails) | Jun 25–26: potential Buying Climax / UTAD",Early accumulation: absorption evident at 17.10–17.20 support | Markup phase: controlled advance with selective volume | Feb 12 CoO-sponsored breakout | Late phase: possible distribution under strength — Jun 26 climactic bar suggests CO offloading into public buying,"Spring/LPS at 17.10 (Jan 12) | Sign of Strength (SOS) Jan 13 (wide spread, high volume breakout) | Jump Across Creek Feb 12 (8.97M, wide range, close near high) | Back-Up to Creek / LPSY zone Feb 18–Mar 5 | Secondary Test / consolidation Mar–May | Potential Buying Climax (BC) Jun 26 (21.93M, wide spread, high close) | Automatic Reaction (AR) likely pending",Primary trend: +21% advance from 17.10 to 21.28 | Feb 12 volume (8.97M) was 6–10x average — critical SOS event | Jun 26 volume (21.93M) is largest bar by extreme margin — Buying Climax signature | Price reached new highs on Jun 25–26 after multi-month consolidation | Consolidation range Apr–May (20.15–20.91) showed volume contraction — Re-Accumulation characteristics | Jun 25–26 breakout from range on exponential volume surge,Jun 26 volume (21.93M) is climactic — high probability of near-term reversal or consolidation | Insufficient post-Jun 26 data to confirm BC/UTAD vs. genuine breakout continuation | Long upper wicks absent on Jun 26 close near high — slightly bullish but volume extreme overrides | Multi-month range (Apr–May) could be either Re-Accumulation or early Distribution | Phase determination will shift significantly on next 3–5 sessions | Do not initiate new long positions into climactic volume without confirmation of continued demand
SGRY,Accumulation,High,62,Mixed,Macro downtrend from Jan peak (~16.44) → March trough (~11.45) | Basing structure forming Mar–May (~11.45–12.70) | Emerging uptrend Jun with higher highs/lows,Feb-11 massive volume spike (5.2M) with large range upside = effort with result (Spring/rally) | Mar-03 gap-down on 5.8M = supply overwhelming demand | Apr–May moderate volume with diminishing downside progress = effort absorbed | Jun breakout volume expanding on upside = positive effort-result alignment,Climactic volume Jan-08 (2.27M) near highs = Buying Climax candidate | Feb-11 (5.24M) spike = Spring or secondary test reaction | Mar-03 (5.88M) = Selling Climax / Automatic Reaction down | Mar-11 (4.33M) elevated on mixed close = secondary test | May-06 (4.52M) high volume at resistance = Upthrust/supply test | Jun volume gradually expanding on upside = accumulation absorption complete,Primary distribution Jan (~16.00–16.44 zone) | Selling Climax Mar-03 (~12.25 low) | Creek/resistance zone ~15.00–15.50 tested repeatedly | Spring event candidates: Mar-27 (11.45 low) / Mar-30 (11.41 absolute low) | Re-accumulation range Apr–May ~11.45–14.73 | Sign of Strength emerging Jun-11/12 with gap above creek,Distributed aggressively Jan into retail buying | Absorbed panic selling Feb–Mar | Engineered Spring below support ~11.41–11.49 | Re-accumulated Apr–May on low volume | Initiating markup Jun with controlled expansion,Buying Climax (BC): Jan-12/16 ~16.28–16.44 | Automatic Reaction (AR): Jan-27/28 sharp drop | Secondary Test (ST): Feb-12/13 ~15.49–16.00 | Sign of Weakness (SOW): Mar-03 gap-down 5.88M | Selling Climax (SC): Mar-03 ~12.25 | Spring: Mar-27/30 ~11.41–11.49 low on declining volume | Test of Spring: Apr-01/02 low volume rally confirmation | Last Point of Support (LPS): May-19/21 ~13.14–13.50 | Sign of Strength (SOS): Jun-11/12 ~14.94–15.31 breakout | Back-Up to Creek (BUEC): Jun-17/18 ~14.15–14.55 | SOS continuation: Jun-24/25/26 ~15.22–15.82,Range defined: ~11.41 (Spring low) to ~16.44 (BC high) | Creek resistance ~14.80–15.30 now being broken | Jun-26 close 15.82 above creek = bullish structural confirmation | Declining volume on Mar–May downside tests = supply exhaustion | Volume expansion on Jun upside moves = demand dominance | BUEC Jun-17/18 successfully held ~14.15–14.55 = LPS confirmation | Price recovered from Spring (+38%) demonstrating CO control,May-06 (4.
BRSL,Accumulation,Low,34,Clean,Primary downtrend intact from 15.59 (Jan 6 high) to current ~11.20 range | Lower highs: 15.77 → 14.62 → 13.90 → 13.28 → 12.99 → 12.19 | Lower lows: 14.19 → 13.80 → 12.61 → 12.02 → 10.42,Bearish divergence dominant | High volume on May 12–13 (3.5M–3.8M) produced massive gap-down — effort confirmed result downward | Rally attempts post-May low show moderate volume with limited upside recovery — weak demand,"Climactic selling spike May 12–13 (3.56M, 3.85M) — potential Selling Climax (SC) candidate | Volume declining into consolidation zone Jun–present (900K–1.5M range) — drying up consistent with re-accumulation OR dead-cat base | Jun 26 volume spike (3.53M) on upside bar — anomalous, requires monitoring as potential Sign of Strength (SOS) or supply test","Ambiguous — SC-like event May 12–13 followed by narrow range base (10.42–11.66) suggests early Accumulation Phase A/B | However, prior structure from Jan–May is continuous distribution/markdown with no confirmed higher lows | Net bias: distribution/markdown not yet invalidated",Appears to be distributing or indifferent | No clear absorption of supply evident in volume patterns | Recent Jun 26 spike could indicate operator testing or initiating interest near lows,"Preliminary Supply (PSY): ~Jan 6 (15.77) | Buying Climax (BC) region: Jan 6–7 (15.77 high, sharp reversal) | Sign of Weakness (SOW): Feb 12 gap-down (14.28→13.41) | SOW continuation: May 12–13 waterfall (-15% in 2 days) | Potential Selling Climax (SC): May 13 (low 10.75, vol 3.84M) | Automatic Rally (AR): May 21–Jun 12 (10.42→12.19) | Secondary Test (ST): Jun 22–25 lows ~10.68–10.78 | Potential SOS attempt: Jun 26 (volume 3.53M, close 11.20)",Dataset spans ~6 months of consistent markdown from 15.77 to 10.42 (-34%) | May 12–13 selloff is the dominant structural event — climactic in nature | Post-SC base is narrow (10.42–11.75) over ~6 weeks — too early to confirm accumulation | Jun 26 high-volume up-close is the first meaningful demand signal in weeks | No confirmed LPS (Last Point of Support) or sustained SOS sequence yet | Price remains well below all prior resistance levels,"No confirmed Phase B accumulation structure — base too short | Multiple rally failures within 10.75–12.19 range suggest overhead supply still present | Jun 17 high-volume reversal bar (2.89M, close 11.10) indicates supply re-entering on strength | Jun 22–25 retest of lows on moderate volume — not conclusively bullish |"
SEM,Distribution,High,62,Clean,Bullish base (Jan–Feb) → Sharp markup (Mar-03 gap) → Extended tight consolidation/creep upward (Mar–Jun) → Early distribution signals (Jun),"Multiple high-volume sessions (Mar-03: 10.6M, Mar-11: 19.1M) produce minimal price movement — effort not yielding result | Late sessions (Jun-25: 8.5M, Jun-26: 13M) show elevated volume on narrow/declining bars — bearish divergence",Massive volume spike on Mar-03 gap (~10.7M) with price locked in tight range thereafter | Sustained high volume (Mar–Apr) on near-zero range = absorption or engineered price control | Jun-25/26 volume surge on price stagnation/decline = possible supply entry,"Jan–Feb: Accumulation confirmed (rising price, expanding volume on advances) | Mar-03 gap: Sign of Strength (SOS) or external event markup | Mar–Jun: Redistribution/re-accumulation unclear — price creep with controlled volume | Jun: Early distribution signals",Appears to have completed markup phase | Possible institutional supply introduction in June | Price control evident in Mar–Jun tight-range high-volume sessions — CO likely defending or offloading near 16.50–16.70,Preliminary Support (PS): ~Jan-13 low 14.91 | Selling Climax (SC): ~Jan-27/28 low 14.75 | Automatic Rally (AR): Jan-15 to 15.47 | Spring/Test: Jan-28 14.75 | Sign of Strength (SOS): Feb-05 to Feb-13 markup | Buying Climax (BC)/Upthrust: Feb-17 to Feb-20 reversal with gap down | Secondary Test: Feb-23/24 | Jump Across Creek (JAC): Mar-03 gap to 16.26 | Last Point of Supply (LPSY) candidates: Jun-17/18 softening | Possible Upthrust After Distribution (UTAD): Jun-08 to Jun-15 high at 16.70,,"Mar-03 gap (+8.1% single day, 10.6M vol) likely news/corporate event — Wyckoff structure may be partially invalidated by exogenous catalyst | Mar-11 volume (19.1M) on flat price is anomalous — possible index rebalance or block crossing | Price range Mar through Jun is extremely compressed (16.20–16.70) — may reflect regulated/pegged pricing instrument | Jun-25/26 high volume distribution not yet confirmed with breakdown | Low float behavior or thin instrument characteristics present — standard Wyckoff reliability reduced"
TH,Distribution,High,74,Clean,Bullish | Multi-phase progression from ~6.46 low to ~20.85 high | Clear accumulation base Jan-Mar | Explosive markup Apr-Jun | Higher highs and higher lows intact but momentum compressing near highs,Effort/Result divergence emerging at highs | Large volume on May-28 (6M+ shares) with price drop signals supply entering | Jun spike days show effort without proportional new highs | Apr-01 mega-volume (9.7M) was climactic SOS bar,"Accumulation phase: low-moderate volume on base | SOS events: massive volume spikes on breakouts (Apr-01, May-11, Jun-16 area) | Warning: May-28 high volume down-day | Jun distribution zone: elevated volume on up-down oscillation suggesting churning",Accumulation: Jan-Mar (6.46–8.28 range) | Markup Phase A: Apr-01 Spring/SOS breakout | Markup Phase B: Apr–May progressive advance | Possible early Distribution: May-28 sudden volume surge down | Jun zone: potential Preliminary Supply (PSY) / Buying Climax (BC) forming,Composite Operator accumulated aggressively Jan-Mar at lows | Engineered markup through Apr-May | Now showing signs of distribution near 20.00–20.85 resistance zone | Large players selling into retail buying momentum,PS (Preliminary Support): Jan-20 ~7.28 | SC (Selling Climax): Jan-28 ~6.72 | AR (Automatic Rally): Feb-02/03 ~7.15 | ST (Secondary Test): Feb-20 ~6.46 | LPS (Last Point of Support): Mar-10 ~7.80 | SOS (Sign of Strength): Apr-01 gap-up 9.7M volume | BU (Back-Up): Apr-22/23 high volume pullback | Secondary SOS: May-11 breakout 5M volume | PSY/BC developing: Jun-18 to Jun-26 ~20.00–20.85,~3.1x price appreciation from SC low (6.46) to current high (20.85) | Three distinct volume climaxes mark major phase transitions | May-28 anomalous 6M volume selloff is critical warning | Jun churning 1.1M–3.4M daily volume at highs without new price acceleration | Price compressing in 19.77–20.85 range for 7+ sessions | Momentum visibly decelerating despite price near highs,May-28 high-volume down-day (~6M shares) = potential Upthrust or PSY signal | Jun-26 vol spike (3.4M) with limited upside = possible BC | Price range compression at highs = effort without result (distribution) | No confirmed markdown yet but signs of supply absorption | Late markup entries carry elevated reversal risk | Watch for UTAD or failed rally above 20.85 as distribution confirmation
DEI,Distribution,High,62,Mixed,Downtrend Jan–Mar (9.18 low) | Accumulation base Mar–Apr | Markup May–Jun | Possible stall/distribution 12.20–12.82 zone,"Effort present on Feb 11–12 selloff (high volume, large range) | May 6 breakout bar (5.08M, +6.5%) shows strong effort=result | Jun 9 gap-up on 4.2M confirms markup | Recent bars show shrinking range on elevated volume = potential effort-result divergence",Climactic volume on Feb 11–12 (6.4M/6.2M) = Selling Climax candidate | Volume expansion on Mar 3–4 = Sign of Strength | May 6 breakout volume spike = Jump Across Creek | Jun 9 high volume with limited follow-through = caution | Post-Jun 10 volume contracting on pullback = constructive but needs monitoring,Accumulation phase confirmed Jan–Apr (range ~9.12–11.26) | Distribution not yet confirmed but upper resistance 12.40–12.82 being tested with weakening momentum,CO accumulated between 9.12–10.50 | Markup executed May–Jun | CO testing supply at 12.40–12.80 | Possible re-accumulation or early distribution in progress,"Preliminary Support: ~Jan 26–28 (~10.32) | Selling Climax: Feb 11–12 (10.27/9.53 low, 6.4M/6.2M) | Automatic Rally: Feb 13–20 | Secondary Test: Mar 2–3 (9.29 low) | Spring/Shakeout: Mar 19–20 (9.25 low, 5.05M) | Sign of Strength: Mar 3–4, Apr 15–16 | Last Point of Support: Apr 6–14 | Jump Across Creek: May 6 | Back Up to Creek: May 12–22 | Continuation Markup: May 26–Jun 12 | Possible Upthrust: Jun 10–12 (12.82 high, fading closes)",Spring at 9.25 (Mar 20) on highest volume in range = high-quality Wyckoff spring | May 6 breakout on 5M+ volume = institutional participation | Price rejected at 12.82 twice with declining closes | Jun 17 sharp drop (12.29→11.52) on 1.96M = potential Upthrust After Distribution (UTAD) signal | Recovery to 11.93 (Jun 26) on 4M volume = ambiguous — could be re-accumulation or LPS,Jun 17 wide-range down bar may signal failed markup / early distribution | Volume on Jun 9 spike not sustained in follow-through | Price unable to hold above 12.40 resistance after multiple tests | Narrowing ranges at highs suggest absorption or exhaustion | No confirmed higher low yet after Jun 17 pullback — trend integrity uncertain
VSTS,Markup,High,74,Mixed,"Bullish | Higher lows establishing from Jan lows (~6.03) | Markup accelerating from April breakout | Resistance zones being absorbed at 9.30, 12.00, 13.50 levels | Final bar shows aggressive breakout to 14.42",Positive alignment in markup phase | Feb-10 spike (7.32→8.50 on 7.98M vol) = SOS effort confirmed | May-12 gap (9.30→12.00 on 9.37M vol) = major SOS/JAC | Jun-26 surge to 14.42 on 4.26M vol = effort producing results | Low-volume pullbacks indicate weak supply,"Accumulation base (Jan–Feb): declining volume on pullbacks = absorption | Feb-10: climactic volume = Buying Climax or SOS | Mar decline: volume contracts = normal correction | May-12: explosive volume = JAC/SOS breakout | Jun-26: high volume breakout = demand dominance | Overall: volume expanding on advances, contracting on reactions",Accumulation confirmed (Jan–Mar range 6.03–8.00) | Distribution not evident | No significant high-volume topping action at current highs | Composite operator absorbed supply through Jan-Feb trading range | Markup phase initiated Apr with clean breakout,Accumulating and distributing selectively | Evidence of markup campaign in progress | Large operators appear long from 6.00–7.50 zone | No distribution signals at current highs yet | Jun-26 spike may attract retail participation (potential future distribution setup),"SC (Selling Climax): Jan-08 (3.62M vol, low 6.03) | AR (Automatic Rally): Jan-06 (high 7.03) | ST (Secondary Test): Jan-12 to Jan-14 range | Spring: Jan-08 low retest | LPS (Last Point of Support): Mar-19/20 (7.03–7.25 zone, 5.58M vol spike = shakeout) | SOS: Feb-10 (7.32→8.50, 7.98M vol) | JAC: May-12 (9.30→12.00, 9.37M vol) | BU (Back-Up): May-19 to Jun-09 consolidation | Continuation SOS: Jun-26 (14.42, 4.26M vol)","Six-month accumulation base (6.03–7.50) clearly defined | Three distinct markup impulses: Feb, Apr-May, Jun | Each pullback on declining volume = bullish | May-12 gap represents major phase transition (Phase C→D→E) | Jun-26 close at session high on elevated volume = continuation signal | No bearish divergence in volume-price relationship currently","Feb-10 spike (open 8.99, close 8.50) shows initial rejection = volatile entry zone | Mar-20 volume spike (5.58M) = potential shakeout but price recovered | May-12 wide spread + high volume with May-13 pullback = possible UTAD risk that resolved bullish | Parabolic acceleration Jun increases risk of climactic action ahead | Price extended well above base = late-stage markup risk | Thin volume on several Apr sessions = limited liquidity concern"
OCFC,Accumulation,High,67,Mixed,"Broad lateral range ~17.13–20.14 with declining highs from Feb peak (20.14) and rising lows from Mar trough (17.26–17.30), forming ascending triangle / re-accumulation schematic; final bar shows explosive upside breakout","Final session (2026-06-26): massive volume surge (5,057,000 — ~5–7x average) producing strong price advance to 19.54 close from 18.90 open; effort clearly matches result — high-quality sign of strength | Earlier Feb 04 advance on moderate volume stalled, indicating incomplete absorption",Volume contracted steadily through Feb–May consolidation (healthy absorption) | Volume spikes on Mar 20 (1.84M) and Mar 23 (1.48M) at lows suggest secondary test / spring-like behavior | Jun 01–03 saw elevated sell volume (1.7–2.16M) — possible shakeout / final supply test | Jun 26 climactic volume (5.06M) represents largest single-day volume in dataset — strong institutional demand signal,Accumulation dominant — price base held above Jan lows despite selling pressure | Net upward bias from ~17.26 floor | Jun 01–03 high-volume decline absorbed near support; quick recovery confirms demand absorption | Final breakout surge confirms distribution absent; accumulation complete,Absorbing supply through extended range | Engineered shakeout Jun 01–03 to clear weak hands | Final markup initiated Jun 26 with high-conviction volume — CO likely long and initiating markup phase,"Preliminary Support (PS): ~2026-01-05 area (high volume, price stabilizes) | Selling Climax (SC): ~2026-01-07 low 17.13 | Automatic Rally (AR): ~2026-01-21/22 high ~19.82 | Secondary Test (ST): Multiple — Feb 12, Mar 09, Mar 18–20 | Spring / Shakeout: ~2026-06-03 low 17.33 on heavy volume | Sign of Strength (SOS): ~2026-06-26 breakout close 19.54 on 5.06M volume | Last Point of Support (LPS): ~2026-06-22/23 hold above 18.00",Range established: ~17.13 (SC low) to ~19.82 (AR high) | Jun 03 shakeout (17.33) undercut range floor briefly — classic spring on volume | Rapid recovery from spring with improving closes = absorption confirmed | Jun 26 SOS bar is highest volume day in full dataset; closes near high of range | Price now approaching top of range / resistance ~19.82–20.14 | Re-accumulation base spans ~5 months (~Jan–Jun 2026),Failed breakout precedent exists: Jan 21–22 rally to 19.82 reversed sharply — watch for similar reaction near 20.00 | Feb 04 high of 20.14 is major overhead resistance — supply may re-emerge | Jun 26 single-bar volume spike could attract profit-taking if not followed by continuation | Range took 5+ months — prolonged bases can see re-tests before sustained markup | Overall price gain from SC to current is modest (~14%); markup phase thesis depends on continuation above 20.14
